Symbol,Name,IPOyear,Sector,Industry
PSX,Phillips 66,,Energy,Integrated oil Companies
PSXP,Phillips 66 Partners LP,2013,Energy,Natural Gas Distribution
FENG,Phoenix New Media Limited,2011,Consumer Services,Broadcasting
DOC,Physicians Realty Trust,2013,Consumer Services,Real Estate Investment Trusts
PDM,"Piedmont Office Realty Trust, Inc.",,Consumer Services,Building operators
PIR,"Pier 1 Imports, Inc.",,Consumer Services,Home Furnishings
PCQ,PIMCO California Municipal Income Fund,2001,n/a,n/a
PCK,Pimco California Municipal Income Fund II,2002,n/a,n/a
PZC,PIMCO California Municipal Income Fund III,2002,n/a,n/a
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",1993,n/a,n/a
PTY,Pimco Corporate & Income Opportunity Fund,2002,n/a,n/a
PCN,Pimco Corporate & Income Stategy Fund,2001,n/a,n/a
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,2013,n/a,n/a
PDI,PIMCO Dynamic Income Fund,2012,n/a,n/a
PGP,Pimco Global Stocksplus & Income Fund,2005,n/a,n/a
PHK,Pimco High Income Fund,2003,n/a,n/a
PKO,Pimco Income Opportunity Fund,,n/a,n/a
PFL,PIMCO Income Strategy Fund,2003,n/a,n/a
PFN,PIMCO Income Strategy Fund II,2004,n/a,n/a
PMF,PIMCO Municipal Income Fund,2001,n/a,n/a
PML,Pimco Municipal Income Fund II,2002,n/a,n/a
PMX,PIMCO Municipal Income Fund III,2002,n/a,n/a
PNF,PIMCO New York Municipal Income Fund,2001,n/a,n/a
PNI,Pimco New York Municipal Income Fund II,2002,n/a,n/a
PYN,PIMCO New York Municipal Income Fund III,2002,n/a,n/a
RCS,"PIMCO Strategic Income Fund, Inc.",1994,n/a,n/a
PF,"Pinnacle Foods, Inc.",2013,Consumer Non-Durables,Packaged Foods
PNW,Pinnacle West Capital Corporation,,Public Utilities,Electric Utilities: Central
PES,Pioneer Energy Services Corp.,,Energy,Oil & Gas Production
PHD,Pioneer Floating Rate Trust,2004,n/a,n/a
PHT,Pioneer High Income Trust,,n/a,n/a
MAV,Pioneer Municipal High Income Advantage Trust,,n/a,n/a
MHI,Pioneer Municipal High Income Trust,2003,n/a,n/a
PXD,Pioneer Natural Resources Company,,Energy,Oil & Gas Production
PJC,Piper Jaffray Companies,,Finance,Investment Bankers/Brokers/Service
PBI,Pitney Bowes Inc.,,Miscellaneous,Office Equipment/Supplies/Services
PBI^B,Pitney Bowes Inc.,,n/a,n/a
PJT,PJT Partners Inc.,2015,Finance,Investment Managers
PAA,"Plains All American Pipeline, L.P.",1998,Energy,Natural Gas Distribution
PAGP,"Plains Group Holdings, L.P.",2013,Energy,Natural Gas Distribution
PLNT,"Planet Fitness, Inc.",2015,Consumer Services,Hotels/Resorts
PLT,"Plantronics, Inc.",1994,Public Utilities,Telecommunications Equipment
PAH,Platform Specialty Products Corporation,2014,Basic Industries,Major Chemicals
PHI,PLDT Inc.,,Public Utilities,Telecommunications Equipment
PGEM,"Ply Gem Holdings, Inc.",2013,Basic Industries,Forest Products
PNC,"PNC Financial Services Group, Inc. (The)",,Finance,Major Banks
PNC.WS,"PNC Financial Services Group, Inc. (The)",,n/a,n/a
PNC^P,"PNC Financial Services Group, Inc. (The)",,n/a,n/a
PNC^Q,"PNC Financial Services Group, Inc. (The)",,n/a,n/a
PNM,"PNM Resources, Inc. (Holding Co.)",,Public Utilities,Electric Utilities: Central
PII,Polaris Industries Inc.,,Capital Goods,Industrial Specialties
POL,PolyOne Corporation,,Basic Industries,Major Chemicals
